text_id,prompt_id,genre,theme,model_family,model_name,provider,clean_word_count,clean_length_status
Claude_claude-haiku-4-5-20251001_NAR_032,NAR_032,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_NAR_033,NAR_033,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid
Claude_claude-haiku-4-5-20251001_NAR_034,NAR_034,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_NAR_035,NAR_035,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid
Claude_claude-haiku-4-5-20251001_NAR_036,NAR_036,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_NAR_037,NAR_037,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,219,valid
Claude_claude-haiku-4-5-20251001_NAR_038,NAR_038,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_NAR_039,NAR_039,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_NAR_040,NAR_040,Narrative,career,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_NAR_041,NAR_041,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_NAR_042,NAR_042,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid
Claude_claude-haiku-4-5-20251001_NAR_043,NAR_043,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid
Claude_claude-haiku-4-5-20251001_NAR_044,NAR_044,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid
Claude_claude-haiku-4-5-20251001_NAR_045,NAR_045,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_NAR_046,NAR_046,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_NAR_047,NAR_047,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,200,valid
Claude_claude-haiku-4-5-20251001_NAR_048,NAR_048,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_NAR_049,NAR_049,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_NAR_050,NAR_050,Narrative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_DES_001,DES_001,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_DES_002,DES_002,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid
Claude_claude-haiku-4-5-20251001_DES_003,DES_003,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,200,valid
Claude_claude-haiku-4-5-20251001_DES_004,DES_004,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DES_005,DES_005,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid
Claude_claude-haiku-4-5-20251001_DES_006,DES_006,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid
Claude_claude-haiku-4-5-20251001_DES_007,DES_007,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_DES_008,DES_008,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_DES_009,DES_009,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_DES_010,DES_010,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid
Claude_claude-haiku-4-5-20251001_DES_011,DES_011,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid
Claude_claude-haiku-4-5-20251001_DES_012,DES_012,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid
Claude_claude-haiku-4-5-20251001_DES_013,DES_013,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_DES_014,DES_014,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,219,valid
Claude_claude-haiku-4-5-20251001_DES_015,DES_015,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_DES_016,DES_016,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DES_017,DES_017,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DES_018,DES_018,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_DES_019,DES_019,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_DES_020,DES_020,Descriptive,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_DES_021,DES_021,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid
Claude_claude-haiku-4-5-20251001_DES_022,DES_022,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DES_023,DES_023,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_DES_024,DES_024,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid
Claude_claude-haiku-4-5-20251001_DES_025,DES_025,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid
Claude_claude-haiku-4-5-20251001_DES_026,DES_026,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,195,valid
Claude_claude-haiku-4-5-20251001_DES_027,DES_027,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_DES_028,DES_028,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_DES_029,DES_029,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_DES_030,DES_030,Descriptive,business,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DES_031,DES_031,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_DES_032,DES_032,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_DES_033,DES_033,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DES_034,DES_034,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,190,valid
Claude_claude-haiku-4-5-20251001_DES_035,DES_035,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid
Claude_claude-haiku-4-5-20251001_DES_036,DES_036,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_DES_037,DES_037,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_DES_038,DES_038,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid
Claude_claude-haiku-4-5-20251001_DES_039,DES_039,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DES_040,DES_040,Descriptive,career,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid
Claude_claude-haiku-4-5-20251001_DES_041,DES_041,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_DES_042,DES_042,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DES_043,DES_043,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_DES_044,DES_044,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_DES_045,DES_045,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid
Claude_claude-haiku-4-5-20251001_DES_046,DES_046,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DES_047,DES_047,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,183,valid
Claude_claude-haiku-4-5-20251001_DES_048,DES_048,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,199,valid
Claude_claude-haiku-4-5-20251001_DES_049,DES_049,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid
Claude_claude-haiku-4-5-20251001_DES_050,DES_050,Descriptive,personal,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid
Claude_claude-haiku-4-5-20251001_ARG_001,ARG_001,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid
Claude_claude-haiku-4-5-20251001_ARG_002,ARG_002,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid
Claude_claude-haiku-4-5-20251001_ARG_003,ARG_003,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid
Claude_claude-haiku-4-5-20251001_ARG_004,ARG_004,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_ARG_005,ARG_005,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_006,ARG_006,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_007,ARG_007,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_ARG_008,ARG_008,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_ARG_009,ARG_009,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_ARG_010,ARG_010,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid
Claude_claude-haiku-4-5-20251001_ARG_011,ARG_011,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_ARG_012,ARG_012,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_013,ARG_013,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_014,ARG_014,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_ARG_015,ARG_015,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_ARG_016,ARG_016,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_017,ARG_017,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_ARG_018,ARG_018,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_ARG_019,ARG_019,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_020,ARG_020,Argumentative,academic,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid
Claude_claude-haiku-4-5-20251001_ARG_021,ARG_021,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_ARG_022,ARG_022,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid
Claude_claude-haiku-4-5-20251001_ARG_023,ARG_023,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid
Claude_claude-haiku-4-5-20251001_ARG_024,ARG_024,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_ARG_025,ARG_025,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid
Claude_claude-haiku-4-5-20251001_ARG_026,ARG_026,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid
Claude_claude-haiku-4-5-20251001_ARG_027,ARG_027,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_ARG_028,ARG_028,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_ARG_029,ARG_029,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_ARG_030,ARG_030,Argumentative,business,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_ARG_031,ARG_031,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_ARG_032,ARG_032,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_ARG_033,ARG_033,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_ARG_034,ARG_034,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid
Claude_claude-haiku-4-5-20251001_ARG_035,ARG_035,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_036,ARG_036,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_ARG_037,ARG_037,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid
Claude_claude-haiku-4-5-20251001_ARG_038,ARG_038,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_ARG_039,ARG_039,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,218,valid
Claude_claude-haiku-4-5-20251001_ARG_040,ARG_040,Argumentative,career,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_041,ARG_041,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_042,ARG_042,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_ARG_043,ARG_043,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_044,ARG_044,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid
Claude_claude-haiku-4-5-20251001_ARG_045,ARG_045,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_ARG_046,ARG_046,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,204,valid
Claude_claude-haiku-4-5-20251001_ARG_047,ARG_047,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_ARG_048,ARG_048,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_ARG_049,ARG_049,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_ARG_050,ARG_050,Argumentative,personal,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_DIA_001,DIA_001,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DIA_002,DIA_002,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_DIA_003,DIA_003,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_DIA_004,DIA_004,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid
Claude_claude-haiku-4-5-20251001_DIA_005,DIA_005,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,204,valid
Claude_claude-haiku-4-5-20251001_DIA_006,DIA_006,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid
Claude_claude-haiku-4-5-20251001_DIA_007,DIA_007,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DIA_008,DIA_008,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_DIA_009,DIA_009,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid
Claude_claude-haiku-4-5-20251001_DIA_010,DIA_010,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid
Claude_claude-haiku-4-5-20251001_DIA_011,DIA_011,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,195,valid
Claude_claude-haiku-4-5-20251001_DIA_012,DIA_012,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,199,valid
Claude_claude-haiku-4-5-20251001_DIA_013,DIA_013,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,216,valid
Claude_claude-haiku-4-5-20251001_DIA_014,DIA_014,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,215,valid
Claude_claude-haiku-4-5-20251001_DIA_015,DIA_015,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid
Claude_claude-haiku-4-5-20251001_DIA_016,DIA_016,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DIA_017,DIA_017,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,212,valid
Claude_claude-haiku-4-5-20251001_DIA_018,DIA_018,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_DIA_019,DIA_019,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,217,valid
Claude_claude-haiku-4-5-20251001_DIA_020,DIA_020,Dialogue,academic,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_DIA_021,DIA_021,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid
Claude_claude-haiku-4-5-20251001_DIA_022,DIA_022,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,211,valid
Claude_claude-haiku-4-5-20251001_DIA_023,DIA_023,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,192,valid
Claude_claude-haiku-4-5-20251001_DIA_024,DIA_024,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,220,valid
Claude_claude-haiku-4-5-20251001_DIA_025,DIA_025,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,196,valid
Claude_claude-haiku-4-5-20251001_DIA_026,DIA_026,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,193,valid
Claude_claude-haiku-4-5-20251001_DIA_027,DIA_027,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DIA_028,DIA_028,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid
Claude_claude-haiku-4-5-20251001_DIA_029,DIA_029,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid
Claude_claude-haiku-4-5-20251001_DIA_030,DIA_030,Dialogue,business,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DIA_031,DIA_031,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,213,valid
Claude_claude-haiku-4-5-20251001_DIA_032,DIA_032,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid
Claude_claude-haiku-4-5-20251001_DIA_033,DIA_033,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,214,valid
Claude_claude-haiku-4-5-20251001_DIA_034,DIA_034,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid
Claude_claude-haiku-4-5-20251001_DIA_035,DIA_035,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_DIA_036,DIA_036,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,207,valid
Claude_claude-haiku-4-5-20251001_DIA_037,DIA_037,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid
Claude_claude-haiku-4-5-20251001_DIA_038,DIA_038,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,210,valid
Claude_claude-haiku-4-5-20251001_DIA_039,DIA_039,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,209,valid
Claude_claude-haiku-4-5-20251001_DIA_040,DIA_040,Dialogue,career,Claude,claude-haiku-4-5-20251001,Anthropic,208,valid
Claude_claude-haiku-4-5-20251001_DIA_041,DIA_041,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,202,valid
Claude_claude-haiku-4-5-20251001_DIA_042,DIA_042,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_DIA_043,DIA_043,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,201,valid
Claude_claude-haiku-4-5-20251001_DIA_044,DIA_044,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,203,valid
Claude_claude-haiku-4-5-20251001_DIA_045,DIA_045,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,197,valid
Claude_claude-haiku-4-5-20251001_DIA_046,DIA_046,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,198,valid
Claude_claude-haiku-4-5-20251001_DIA_047,DIA_047,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,206,valid
Claude_claude-haiku-4-5-20251001_DIA_048,DIA_048,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,205,valid
Claude_claude-haiku-4-5-20251001_DIA_049,DIA_049,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,198,valid
Claude_claude-haiku-4-5-20251001_DIA_050,DIA_050,Dialogue,personal,Claude,claude-haiku-4-5-20251001,Anthropic,186,valid
DeepSeek_deepseek-chat_NAR_001,NAR_001,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_002,NAR_002,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_003,NAR_003,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_004,NAR_004,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_005,NAR_005,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,211,valid
DeepSeek_deepseek-chat_NAR_006,NAR_006,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_007,NAR_007,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_008,NAR_008,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_009,NAR_009,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_010,NAR_010,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_011,NAR_011,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,216,valid
DeepSeek_deepseek-chat_NAR_012,NAR_012,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_013,NAR_013,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_014,NAR_014,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_015,NAR_015,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_016,NAR_016,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_017,NAR_017,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_018,NAR_018,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,216,valid
DeepSeek_deepseek-chat_NAR_019,NAR_019,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_020,NAR_020,Narrative,academic,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_021,NAR_021,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,204,valid
DeepSeek_deepseek-chat_NAR_022,NAR_022,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_023,NAR_023,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_024,NAR_024,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,219,valid
DeepSeek_deepseek-chat_NAR_025,NAR_025,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_026,NAR_026,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,208,valid
DeepSeek_deepseek-chat_NAR_027,NAR_027,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_028,NAR_028,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_029,NAR_029,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,218,valid
DeepSeek_deepseek-chat_NAR_030,NAR_030,Narrative,business,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_031,NAR_031,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_032,NAR_032,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,219,valid
DeepSeek_deepseek-chat_NAR_033,NAR_033,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_034,NAR_034,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_035,NAR_035,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_036,NAR_036,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
DeepSeek_deepseek-chat_NAR_037,NAR_037,Narrative,career,DeepSeek,deepseek-chat,DeepSeek,220,valid
