feature_1,feature_2,absolute_correlation
stylo_sentence_length_min,stylo_comma_per_100_words,0.17558327726602227
stylo_repeated_word_ratio,stylo_transition_marker_ratio,0.17530636964555288
stylo_punctuation_count,stylo_uppercase_word_count,0.17487258964730232
stylo_long_sentence_ratio,stylo_exclamation_count,0.17435782459277552
stylo_question_mark_count,stylo_comma_per_100_words,0.17251479975088796
stylo_sentence_length_std,stylo_punctuation_count,0.17245459853317663
stylo_colon_count,stylo_comma_per_100_words,0.17186200296970439
stylo_sentence_length_range,stylo_comma_per_100_words,0.17107143248403034
stylo_comma_count,stylo_colon_count,0.17087074802783703
stylo_character_count,stylo_punctuation_count,0.17076590748826934
stylo_sentence_length_min,stylo_colon_count,0.17067227059493484
stylo_quote_count,stylo_simpson_diversity,0.17065025535702036
stylo_quote_count,stylo_yules_k,0.17062587788939207
stylo_function_word_count,stylo_transition_marker_count,0.16956285785999434
stylo_sentence_length_range,stylo_function_word_ratio,0.16865340563422457
stylo_sentence_length_std,stylo_uppercase_char_ratio,0.1678885956920066
stylo_word_count,stylo_type_token_ratio,0.16751045626133967
stylo_word_count,stylo_function_word_ratio,0.16732830626429337
stylo_period_count,stylo_dash_count,0.167176938038481
stylo_titlecase_word_count,stylo_simpson_diversity,0.16704706132435904
stylo_titlecase_word_count,stylo_yules_k,0.16697270289726768
stylo_hapax_legomena_ratio,stylo_yules_k,0.16641763080938332
stylo_hapax_legomena_ratio,stylo_simpson_diversity,0.16632095172083655
stylo_question_mark_count,stylo_transition_marker_count,0.16622465050439988
stylo_simpson_diversity,stylo_comma_per_100_words,0.1659037176847393
stylo_yules_k,stylo_comma_per_100_words,0.16587459558587322
stylo_hapax_legomena_ratio,stylo_ai_marker_ratio,0.16566150777380162
stylo_question_mark_count,stylo_transition_marker_ratio,0.1652488896223072
stylo_avg_word_length,stylo_comma_count,0.16504927551148912
stylo_dash_count,stylo_flesch_reading_ease,0.16500167009878816
stylo_uppercase_word_count,stylo_punctuation_per_100_words,0.16485143974030955
stylo_colon_count,stylo_uppercase_word_count,0.1647346307115173
stylo_uppercase_word_count,stylo_titlecase_word_count,0.1638703925752527
stylo_comma_count,stylo_yules_k,0.1636601543202932
stylo_comma_count,stylo_simpson_diversity,0.1635760545800433
stylo_dash_count,stylo_function_word_ratio,0.1635742711324587
stylo_avg_word_length,stylo_avg_sentence_length,0.16346571198100893
stylo_comma_count,stylo_question_mark_count,0.16323336350142165
stylo_character_count,stylo_exclamation_count,0.16305944627036698
stylo_comma_count,stylo_function_word_ratio,0.16291116478051354
stylo_dash_count,stylo_type_token_ratio,0.16031658041699334
stylo_dash_count,stylo_mattr_50,0.15983382620560857
stylo_hapax_legomena_ratio,stylo_ai_marker_count,0.1597437363997578
stylo_hapax_legomena_ratio,stylo_punctuation_per_100_words,0.15956575093325837
stylo_word_count,stylo_semicolon_count,0.15938695356087565
stylo_sentence_length_range,stylo_flesch_reading_ease,0.15934840495907637
stylo_quote_count,stylo_transition_marker_count,0.15901957252828658
stylo_character_count,stylo_period_count,0.15898120569321822
stylo_sentence_length_std,stylo_short_sentence_ratio,0.15881620555682263
stylo_quote_count,stylo_transition_marker_ratio,0.15762828128943937
stylo_uppercase_word_count,stylo_repeated_word_ratio,0.15666786579491346
stylo_type_token_ratio,stylo_period_per_100_words,0.15617734369251363
stylo_repeated_word_ratio,stylo_flesch_reading_ease,0.15604995263843874
stylo_sentence_length_std,stylo_dash_count,0.15570156207221986
stylo_sentence_length_std,stylo_function_word_ratio,0.15554530650549753
stylo_hedging_marker_ratio,stylo_gunning_fog,0.15481962517636885
stylo_colon_count,stylo_punctuation_per_100_words,0.15384587774346312
stylo_hedging_marker_count,stylo_gunning_fog,0.153702235338263
stylo_function_word_ratio,stylo_hedging_marker_ratio,0.15303728298454028
stylo_sentence_length_range,stylo_punctuation_per_100_words,0.1526778467699398
stylo_punctuation_count,stylo_simpson_diversity,0.15260717726171066
stylo_punctuation_count,stylo_yules_k,0.1525878098371914
stylo_yules_k,stylo_punctuation_per_100_words,0.15227795181447096
stylo_simpson_diversity,stylo_punctuation_per_100_words,0.15221435319196056
stylo_word_count,stylo_comma_count,0.1519600116282774
stylo_sentence_length_min,stylo_function_word_count,0.15156470649724008
stylo_sentence_length_max,stylo_exclamation_count,0.15115327419782612
stylo_punctuation_count,stylo_colon_count,0.1509224018035283
stylo_sentence_length_max,stylo_function_word_count,0.1491427071549899
stylo_character_count,stylo_dash_count,0.1485435538134904
stylo_function_word_count,stylo_hedging_marker_ratio,0.14835279382545916
stylo_function_word_ratio,stylo_hedging_marker_count,0.14830678827280308
stylo_question_mark_count,stylo_simpson_diversity,0.14826965414462728
stylo_question_mark_count,stylo_yules_k,0.14826134099584118
stylo_sentence_count,stylo_sentence_length_std,0.14766507406009838
stylo_transition_marker_count,stylo_punctuation_per_100_words,0.14553800094931513
stylo_sentence_length_max,stylo_yules_k,0.14454698284497255
stylo_avg_word_length,stylo_comma_per_100_words,0.14447611524774404
stylo_sentence_length_max,stylo_simpson_diversity,0.14442527728052681
stylo_word_count,stylo_hapax_legomena_ratio,0.14431493051758465
stylo_punctuation_count,stylo_ai_marker_ratio,0.14387669193579308
stylo_punctuation_count,stylo_transition_marker_ratio,0.1436745097249678
stylo_punctuation_count,stylo_transition_marker_count,0.14239158795552234
stylo_character_count,stylo_comma_per_100_words,0.14079443447558707
stylo_sentence_length_max,stylo_punctuation_per_100_words,0.14015938563888378
stylo_punctuation_count,stylo_ai_marker_count,0.13951834154266796
stylo_transition_marker_ratio,stylo_punctuation_per_100_words,0.13876982653631426
stylo_type_token_ratio,stylo_comma_per_100_words,0.13843395695838284
stylo_ai_marker_ratio,stylo_comma_per_100_words,0.13790062859466068
stylo_ai_marker_count,stylo_punctuation_per_100_words,0.13707983001353666
stylo_ai_marker_ratio,stylo_punctuation_per_100_words,0.1370657264689443
stylo_uppercase_word_count,stylo_function_word_ratio,0.13623516109510594
stylo_word_count,stylo_long_sentence_ratio,0.13568867881936408
stylo_function_word_count,stylo_hedging_marker_count,0.13522383153082101
stylo_avg_word_length,stylo_semicolon_count,0.1346084610812157
stylo_hapax_legomena_ratio,stylo_hedging_marker_count,0.13451512403891436
stylo_ai_marker_count,stylo_comma_per_100_words,0.13449500669821807
stylo_function_word_ratio,stylo_comma_per_100_words,0.13401718771538298
stylo_short_sentence_ratio,stylo_dash_count,0.1337040448989368
stylo_sentence_length_std,stylo_titlecase_word_count,0.13299456381895366
stylo_dash_count,stylo_hapax_legomena_ratio,0.13245887301564022
stylo_dash_count,stylo_function_word_count,0.13165215036259936
stylo_titlecase_word_count,stylo_comma_per_100_words,0.13020339553016555
stylo_uppercase_char_ratio,stylo_mattr_50,0.12999501114625542
stylo_hapax_legomena_ratio,stylo_hedging_marker_ratio,0.12994956035398442
stylo_avg_sentence_length,stylo_sentence_length_range,0.12917012842539563
stylo_sentence_length_max,stylo_hapax_legomena_ratio,0.12813826326018782
stylo_sentence_length_range,stylo_dash_count,0.12782173562547716
stylo_sentence_length_std,stylo_punctuation_per_100_words,0.12719429040589333
stylo_comma_count,stylo_mattr_50,0.1267717440559783
stylo_sentence_length_max,stylo_mattr_50,0.12656880782904903
stylo_exclamation_count,stylo_comma_per_100_words,0.12626047984233707
stylo_uppercase_word_count,stylo_function_word_count,0.12586887480465656
stylo_hedging_marker_ratio,stylo_comma_per_100_words,0.1258223570581686
stylo_sentence_length_min,stylo_comma_count,0.1248609268818306
stylo_comma_count,stylo_exclamation_count,0.12478266530767154
stylo_comma_count,stylo_ai_marker_count,0.12449279659182845
stylo_question_mark_count,stylo_uppercase_word_count,0.12381389715610129
stylo_hedging_marker_count,stylo_comma_per_100_words,0.12349390246543179
stylo_semicolon_count,stylo_mattr_50,0.12321268763738477
stylo_sentence_length_std,stylo_period_per_100_words,0.12231269253443564
stylo_mattr_50,stylo_comma_per_100_words,0.12226895978335238
stylo_comma_count,stylo_hedging_marker_ratio,0.12193450592703199
stylo_uppercase_word_count,stylo_simpson_diversity,0.12145609795125935
stylo_uppercase_word_count,stylo_yules_k,0.12144600880997604
stylo_comma_count,stylo_ai_marker_ratio,0.12142108043902604
stylo_word_count,stylo_punctuation_per_100_words,0.1213189029039336
stylo_sentence_length_max,stylo_uppercase_char_ratio,0.12073047426794248
stylo_function_word_count,stylo_comma_per_100_words,0.12028845489912947
stylo_sentence_length_std,stylo_semicolon_count,0.1201092917817969
stylo_quote_count,stylo_type_token_ratio,0.11676730816763298
stylo_uppercase_char_ratio,stylo_transition_marker_ratio,0.11579924948536524
stylo_exclamation_count,stylo_transition_marker_count,0.11556734675337962
stylo_exclamation_count,stylo_transition_marker_ratio,0.11464382433537315
stylo_type_token_ratio,stylo_ai_marker_ratio,0.11394330705138246
stylo_avg_word_length,stylo_dash_count,0.1138742599214528
stylo_word_count,stylo_titlecase_word_count,0.11278309041062885
stylo_uppercase_char_ratio,stylo_transition_marker_count,0.11276591000039049
stylo_long_sentence_ratio,stylo_type_token_ratio,0.11259884810197239
stylo_comma_count,stylo_hedging_marker_count,0.11255593985838332
stylo_character_count,stylo_avg_sentence_length,0.11241686249325242
stylo_sentence_length_max,stylo_punctuation_count,0.11192709893427584
stylo_sentence_length_range,stylo_question_mark_count,0.11173432483930516
stylo_colon_count,stylo_gunning_fog,0.11129386103334436
stylo_word_count,stylo_dash_count,0.11129220848592772
stylo_sentence_count,stylo_transition_marker_ratio,0.11061631973900478
stylo_short_sentence_ratio,stylo_transition_marker_ratio,0.10999831298852639
stylo_sentence_length_max,stylo_function_word_ratio,0.10988752109235714
stylo_function_word_count,stylo_ai_marker_ratio,0.10943936275543537
stylo_dash_count,stylo_simpson_diversity,0.10884703550244205
stylo_dash_count,stylo_yules_k,0.108777183760105
stylo_type_token_ratio,stylo_ai_marker_count,0.10809535032580497
stylo_uppercase_word_count,stylo_honores_r,0.10792444434060484
stylo_uppercase_word_count,stylo_hapax_legomena_ratio,0.10791069159540419
stylo_sentence_length_range,stylo_semicolon_count,0.10750821426119209
stylo_character_count,stylo_sentence_count,0.10606281821001359
stylo_colon_count,stylo_honores_r,0.1059627694057296
stylo_sentence_count,stylo_transition_marker_count,0.10552628283248734
stylo_sentence_length_std,stylo_flesch_reading_ease,0.10501683800388932
stylo_short_sentence_ratio,stylo_uppercase_word_count,0.1048353053329565
stylo_comma_count,stylo_titlecase_word_count,0.10425820018619102
stylo_short_sentence_ratio,stylo_transition_marker_count,0.1039043081279357
stylo_comma_count,stylo_type_token_ratio,0.1037895212559687
stylo_sentence_length_min,stylo_dash_count,0.10378399902060835
stylo_long_sentence_ratio,stylo_semicolon_count,0.1027891835487719
stylo_sentence_length_min,stylo_function_word_ratio,0.1026131684421191
stylo_avg_word_length,stylo_repeated_word_ratio,0.10189519093496718
stylo_exclamation_count,stylo_uppercase_word_count,0.10168394918921916
stylo_dash_count,stylo_uppercase_word_count,0.1014529675781815
stylo_function_word_count,stylo_ai_marker_count,0.09957726151129737
stylo_titlecase_word_count,stylo_function_word_count,0.09944696107873083
stylo_long_sentence_ratio,stylo_mattr_50,0.09944375070783203
stylo_word_count,stylo_avg_word_length,0.09911404236078271
stylo_semicolon_count,stylo_period_per_100_words,0.09879400421231481
stylo_honores_r,stylo_flesch_reading_ease,0.09839853858217208
stylo_sentence_length_range,stylo_gunning_fog,0.09805582907999857
stylo_punctuation_count,stylo_type_token_ratio,0.09784414828547511
stylo_sentence_length_max,stylo_ai_marker_count,0.09768442649458234
stylo_sentence_length_std,stylo_mattr_50,0.09689864729700853
stylo_function_word_ratio,stylo_ai_marker_ratio,0.09678324818019951
stylo_transition_marker_count,stylo_period_per_100_words,0.09663585868244502
stylo_word_count,stylo_period_per_100_words,0.09602236571741014
stylo_dash_count,stylo_titlecase_word_count,0.09597058559472385
stylo_semicolon_count,stylo_type_token_ratio,0.09596125018410831
stylo_question_mark_count,stylo_semicolon_count,0.09511816498398169
stylo_period_count,stylo_transition_marker_ratio,0.09477625541835254
stylo_sentence_length_max,stylo_ai_marker_ratio,0.09399011682370635
stylo_colon_count,stylo_mattr_50,0.09396091629395066
stylo_function_word_ratio,stylo_ai_marker_count,0.09386126590959694
stylo_uppercase_char_ratio,stylo_function_word_count,0.09384516960988674
stylo_period_count,stylo_transition_marker_count,0.09382279593799091
stylo_word_count,stylo_sentence_count,0.09369940969138602
stylo_exclamation_count,stylo_ai_marker_ratio,0.09353783690151425
stylo_sentence_length_max,stylo_flesch_reading_ease,0.0930773615874785
stylo_exclamation_count,stylo_ai_marker_count,0.09307375299978482
stylo_word_count,stylo_short_sentence_ratio,0.0929826385341943
stylo_uppercase_char_ratio,stylo_comma_per_100_words,0.09288011755863876
stylo_sentence_length_range,stylo_mattr_50,0.09254930998030779
stylo_uppercase_char_ratio,stylo_simpson_diversity,0.09244957085831171
stylo_uppercase_char_ratio,stylo_yules_k,0.09242258206605836
stylo_long_sentence_ratio,stylo_colon_count,0.09192221543245625
stylo_sentence_length_std,stylo_uppercase_word_count,0.09129108639985
stylo_sentence_length_range,stylo_uppercase_word_count,0.09007193699843424
stylo_uppercase_char_ratio,stylo_function_word_ratio,0.08987490851488439
stylo_sentence_length_range,stylo_ai_marker_ratio,0.08979056464376753
stylo_transition_marker_ratio,stylo_period_per_100_words,0.08965052199888171
stylo_quote_count,stylo_uppercase_word_count,0.08956384153664178
stylo_colon_count,stylo_period_per_100_words,0.0884240738698049
stylo_sentence_length_max,stylo_semicolon_count,0.08795624580018409
stylo_colon_count,stylo_function_word_ratio,0.08744477306148885
stylo_exclamation_count,stylo_mattr_50,0.08670393609844668
stylo_colon_count,stylo_ai_marker_ratio,0.08505125959630766
stylo_hapax_legomena_ratio,stylo_transition_marker_count,0.08492585205913276
stylo_colon_count,stylo_ai_marker_count,0.0848514704428229
stylo_dash_count,stylo_transition_marker_count,0.08467444289125374
stylo_period_count,stylo_colon_count,0.08415284573264789
stylo_avg_word_length,stylo_sentence_length_max,0.08370684052462928
stylo_sentence_length_std,stylo_period_count,0.08321979743402108
stylo_character_count,stylo_sentence_length_min,0.08313028330720951
stylo_semicolon_count,stylo_yules_k,0.0824300015220437
stylo_semicolon_count,stylo_simpson_diversity,0.08232945852280527
stylo_colon_count,stylo_function_word_count,0.0817993817842841
stylo_comma_count,stylo_uppercase_char_ratio,0.0814521373312194
stylo_word_count,stylo_repeated_word_ratio,0.07996654698065701
stylo_period_count,stylo_semicolon_count,0.07951841782625979
stylo_hapax_legomena_ratio,stylo_transition_marker_ratio,0.07927340526316552
stylo_sentence_length_range,stylo_ai_marker_count,0.07911201538841808
stylo_avg_sentence_length,stylo_semicolon_count,0.07895875515911112
stylo_dash_count,stylo_transition_marker_ratio,0.07873297965709079
stylo_question_mark_count,stylo_dash_count,0.07865759029730116
stylo_comma_count,stylo_transition_marker_ratio,0.07855095012676287
stylo_semicolon_count,stylo_quote_count,0.07844310669000878
stylo_semicolon_count,stylo_flesch_reading_ease,0.07825489650803925
stylo_sentence_count,stylo_semicolon_count,0.07812007903143434
stylo_character_count,stylo_comma_count,0.07795477007078028
stylo_sentence_length_max,stylo_colon_count,0.07786600174729819
stylo_transition_marker_count,stylo_comma_per_100_words,0.0777438922205754
stylo_colon_count,stylo_transition_marker_ratio,0.07757739153273992
stylo_sentence_length_max,stylo_quote_count,0.07743891456891884
stylo_titlecase_word_count,stylo_function_word_ratio,0.07653283575749105
stylo_transition_marker_ratio,stylo_comma_per_100_words,0.07633141819992778
stylo_quote_count,stylo_function_word_count,0.07621851191690562
stylo_avg_sentence_length,stylo_transition_marker_count,0.07566304474083388
stylo_colon_count,stylo_transition_marker_count,0.0754073259414434
stylo_short_sentence_ratio,stylo_function_word_count,0.07529038009955126
stylo_colon_count,stylo_flesch_reading_ease,0.07482838407997276
stylo_uppercase_char_ratio,stylo_hedging_marker_ratio,0.07443043001593834
stylo_uppercase_char_ratio,stylo_hedging_marker_count,0.07414028507016737
stylo_sentence_length_range,stylo_hapax_legomena_ratio,0.07357707592168619
stylo_exclamation_count,stylo_dash_count,0.0735482543508052
stylo_type_token_ratio,stylo_punctuation_per_100_words,0.07342041419972294
stylo_avg_sentence_length,stylo_mattr_50,0.073243572948755
stylo_quote_count,stylo_function_word_ratio,0.07322042749129644
stylo_sentence_length_range,stylo_type_token_ratio,0.07261232398848833
stylo_avg_word_length,stylo_colon_count,0.07251459188810865
stylo_hedging_marker_count,stylo_punctuation_per_100_words,0.0724842027618278
stylo_avg_sentence_length,stylo_transition_marker_ratio,0.07242040484769043
stylo_word_count,stylo_honores_r,0.07192654168325435
stylo_dash_count,stylo_repeated_word_ratio,0.0717611512273516
stylo_semicolon_count,stylo_uppercase_word_count,0.0707906252627091
stylo_hedging_marker_ratio,stylo_punctuation_per_100_words,0.07023757793201099
stylo_exclamation_count,stylo_hedging_marker_count,0.07004251984048962
stylo_exclamation_count,stylo_hedging_marker_ratio,0.06951669328327056
stylo_punctuation_count,stylo_hedging_marker_ratio,0.0692122804006545
stylo_comma_count,stylo_transition_marker_count,0.06916167350235217
stylo_word_count,stylo_ai_marker_ratio,0.06909128895408685
stylo_character_count,stylo_sentence_length_range,0.06893277102031406
stylo_dash_count,stylo_honores_r,0.06665630343505728
stylo_question_mark_count,stylo_function_word_count,0.06638575550617769
stylo_character_count,stylo_semicolon_count,0.066343354517145
stylo_punctuation_count,stylo_hedging_marker_count,0.06618003434142046
stylo_question_mark_count,stylo_function_word_ratio,0.06613073085460265
stylo_honores_r,stylo_mattr_50,0.06573168716249107
stylo_semicolon_count,stylo_hedging_marker_ratio,0.06568810386276447
stylo_word_count,stylo_flesch_reading_ease,0.06567736834980145
stylo_sentence_length_std,stylo_question_mark_count,0.06564150220616848
stylo_sentence_length_min,stylo_uppercase_word_count,0.06431131168352129
stylo_sentence_length_range,stylo_repeated_word_ratio,0.06428699819297061
stylo_comma_count,stylo_flesch_reading_ease,0.06404402973206264
stylo_semicolon_count,stylo_uppercase_char_ratio,0.062236120235293874
stylo_function_word_count,stylo_punctuation_per_100_words,0.061603643719267596
stylo_mattr_50,stylo_period_per_100_words,0.061504698233671114
stylo_dash_count,stylo_quote_count,0.06134716099244512
stylo_uppercase_word_count,stylo_type_token_ratio,0.06052759131597114
stylo_character_count,stylo_colon_count,0.060527327501223555
stylo_character_count,stylo_sentence_length_std,0.060089191691529174
stylo_period_count,stylo_mattr_50,0.05963252511751376
stylo_long_sentence_ratio,stylo_function_word_count,0.05931164781791237
stylo_semicolon_count,stylo_hedging_marker_count,0.05895689389453221
stylo_colon_count,stylo_quote_count,0.05885471291691174
stylo_sentence_length_min,stylo_transition_marker_ratio,0.058242401465048506
stylo_sentence_count,stylo_uppercase_word_count,0.057937366636026506
stylo_sentence_length_std,stylo_ai_marker_ratio,0.0567447952743444
stylo_short_sentence_ratio,stylo_function_word_ratio,0.05665173286955159
stylo_sentence_count,stylo_mattr_50,0.05595042340298375
stylo_titlecase_word_count,stylo_hedging_marker_ratio,0.054374490986857385
stylo_dash_count,stylo_uppercase_char_ratio,0.053312527485148066
stylo_sentence_length_max,stylo_hedging_marker_ratio,0.05263035318381579
stylo_sentence_length_range,stylo_honores_r,0.05259966887484202
stylo_comma_count,stylo_semicolon_count,0.05224358837115937
stylo_sentence_length_max,stylo_uppercase_word_count,0.0520101333430087
stylo_titlecase_word_count,stylo_hedging_marker_count,0.04968356513336109
stylo_character_count,stylo_long_sentence_ratio,0.04938352733387114
stylo_comma_per_100_words,stylo_flesch_reading_ease,0.04890443740473022
stylo_semicolon_count,stylo_hapax_legomena_ratio,0.048551235269934954
stylo_semicolon_count,stylo_punctuation_per_100_words,0.04841950057599334
stylo_sentence_length_max,stylo_type_token_ratio,0.04767478501555682
stylo_sentence_length_std,stylo_ai_marker_count,0.04711449543634665
stylo_colon_count,stylo_hedging_marker_ratio,0.04705871773844728
stylo_uppercase_word_count,stylo_transition_marker_count,0.04678479723340073
stylo_colon_count,stylo_hedging_marker_count,0.046354887444783756
stylo_comma_count,stylo_quote_count,0.04620036509330843
stylo_semicolon_count,stylo_titlecase_word_count,0.045674163007158035
stylo_uppercase_word_count,stylo_transition_marker_ratio,0.04523080239847811
stylo_exclamation_count,stylo_yules_k,0.04501459431021682
stylo_exclamation_count,stylo_simpson_diversity,0.04500816471294516
stylo_sentence_length_std,stylo_type_token_ratio,0.04481089359492789
stylo_word_count,stylo_gunning_fog,0.044107686623229024
stylo_sentence_length_range,stylo_hedging_marker_ratio,0.04407706802816662
stylo_exclamation_count,stylo_semicolon_count,0.04369256768413703
stylo_sentence_length_max,stylo_hedging_marker_count,0.04359962721277591
stylo_mattr_50,stylo_ai_marker_count,0.04333155573010195
stylo_mattr_50,stylo_ai_marker_ratio,0.0428666018773555
stylo_sentence_count,stylo_sentence_length_range,0.042159151130738586
stylo_sentence_length_std,stylo_hedging_marker_ratio,0.041540599073079595
stylo_sentence_length_min,stylo_transition_marker_count,0.04133570982923041
stylo_quote_count,stylo_mattr_50,0.04046888792033167
stylo_period_count,stylo_function_word_count,0.039986279968196654
stylo_sentence_length_min,stylo_semicolon_count,0.03990619915828926
stylo_exclamation_count,stylo_function_word_ratio,0.03972372287719593
stylo_word_count,stylo_transition_marker_count,0.03953088609419015
stylo_sentence_length_range,stylo_colon_count,0.0389086654328395
stylo_word_count,stylo_period_count,0.038639610144932404
stylo_word_count,stylo_avg_sentence_length,0.03858802872793941
stylo_quote_count,stylo_comma_per_100_words,0.03813582585332839
stylo_sentence_length_min,stylo_mattr_50,0.03806698916930458
stylo_semicolon_count,stylo_gunning_fog,0.037804692816275284
stylo_uppercase_word_count,stylo_flesch_reading_ease,0.03761215398320853
stylo_function_word_ratio,stylo_punctuation_per_100_words,0.03757653716268898
stylo_quote_count,stylo_hedging_marker_ratio,0.03748345885043355
stylo_comma_count,stylo_dash_count,0.037041823800482
stylo_exclamation_count,stylo_function_word_count,0.036862957562020064
stylo_avg_word_length,stylo_honores_r,0.03671908784258339
stylo_uppercase_word_count,stylo_ai_marker_count,0.03638568422428886
stylo_comma_per_100_words,stylo_gunning_fog,0.036124264818781796
stylo_uppercase_word_count,stylo_ai_marker_ratio,0.03573204169799312
stylo_word_count,stylo_ai_marker_count,0.03564883483210261
stylo_short_sentence_ratio,stylo_semicolon_count,0.035586163968537025
stylo_sentence_length_std,stylo_transition_marker_ratio,0.035296518695497055
stylo_quote_count,stylo_hedging_marker_count,0.035099552464201385
stylo_word_count,stylo_uppercase_char_ratio,0.03466060152035193
stylo_word_count,stylo_hedging_marker_count,0.03442437431695761
stylo_period_count,stylo_function_word_ratio,0.0335161422503408
stylo_sentence_length_std,stylo_hapax_legomena_ratio,0.03336712070945087
stylo_character_count,stylo_uppercase_word_count,0.03296909224585157
stylo_sentence_length_std,stylo_colon_count,0.03268129730586341
stylo_word_count,stylo_comma_per_100_words,0.03096417768969025
stylo_sentence_length_max,stylo_transition_marker_count,0.030963461202050357
stylo_long_sentence_ratio,stylo_function_word_ratio,0.030616034617577594
stylo_punctuation_count,stylo_dash_count,0.0302199125593165
stylo_avg_word_length,stylo_long_sentence_ratio,0.02993281166648137
stylo_sentence_length_range,stylo_hedging_marker_count,0.02958465127235948
stylo_semicolon_count,stylo_transition_marker_ratio,0.029395078928754183
stylo_period_count,stylo_uppercase_word_count,0.028548251782831248
stylo_character_count,stylo_repeated_word_ratio,0.02841608230732394
stylo_uppercase_word_count,stylo_hedging_marker_count,0.028295717241763586
stylo_sentence_length_std,stylo_hedging_marker_count,0.027848130520261277
stylo_repeated_word_ratio,stylo_function_word_count,0.027518891563551886
stylo_uppercase_word_count,stylo_hedging_marker_ratio,0.026617168487207684
stylo_punctuation_count,stylo_semicolon_count,0.026121934763540328
stylo_word_count,stylo_mattr_50,0.025679352418404203
stylo_semicolon_count,stylo_dash_count,0.025648182966653037
stylo_character_count,stylo_honores_r,0.025623637460895483
stylo_word_count,stylo_quote_count,0.025008463949697548
stylo_dash_count,stylo_hedging_marker_count,0.02470682952544451
stylo_semicolon_count,stylo_comma_per_100_words,0.024589525987802972
stylo_uppercase_word_count,stylo_period_per_100_words,0.02451459602657437
stylo_type_token_ratio,stylo_transition_marker_ratio,0.02389784324728236
stylo_titlecase_word_count,stylo_mattr_50,0.0236501782239859
stylo_comma_count,stylo_gunning_fog,0.023418332244037183
stylo_sentence_length_range,stylo_period_per_100_words,0.02306413816331752
stylo_hedging_marker_count,stylo_period_per_100_words,0.022875359628690112
stylo_colon_count,stylo_dash_count,0.022652923765673925
stylo_question_mark_count,stylo_mattr_50,0.022572419864668108
stylo_repeated_word_ratio,stylo_mattr_50,0.022208429445711154
stylo_sentence_length_range,stylo_exclamation_count,0.021872659762918703
stylo_uppercase_word_count,stylo_gunning_fog,0.02179855075325985
stylo_uppercase_word_count,stylo_mattr_50,0.02158777241223043
stylo_dash_count,stylo_hedging_marker_ratio,0.021467705709511523
stylo_semicolon_count,stylo_repeated_word_ratio,0.021263387095364454
stylo_sentence_length_range,stylo_transition_marker_ratio,0.021067296336154128
stylo_avg_sentence_length,stylo_hedging_marker_ratio,0.021061151903300632
stylo_semicolon_count,stylo_colon_count,0.020862815288374595
stylo_word_count,stylo_transition_marker_ratio,0.020705067336574352
stylo_avg_sentence_length,stylo_uppercase_word_count,0.02019684561056925
stylo_sentence_length_range,stylo_period_count,0.019940395397960956
stylo_period_count,stylo_hedging_marker_ratio,0.019640877759276202
stylo_sentence_length_std,stylo_repeated_word_ratio,0.01963040211261245
stylo_semicolon_count,stylo_transition_marker_count,0.019382566673793906
stylo_semicolon_count,stylo_ai_marker_count,0.019109278957705773
stylo_long_sentence_ratio,stylo_hedging_marker_ratio,0.018815618556198656
stylo_period_count,stylo_hedging_marker_count,0.018658878156204765
stylo_hedging_marker_ratio,stylo_period_per_100_words,0.018531602731963085
stylo_avg_sentence_length,stylo_hedging_marker_count,0.01839835224719534
stylo_sentence_length_max,stylo_transition_marker_ratio,0.018168790076167864
stylo_word_count,stylo_colon_count,0.018019401488012586
stylo_honores_r,stylo_function_word_ratio,0.017921216941184773
stylo_sentence_count,stylo_hedging_marker_count,0.01778474560739758
stylo_ai_marker_count,stylo_hedging_marker_ratio,0.017622567508358486
stylo_sentence_count,stylo_function_word_count,0.01756864976032115
stylo_ai_marker_ratio,stylo_hedging_marker_ratio,0.017476038030024302
stylo_long_sentence_ratio,stylo_uppercase_word_count,0.0172009284945454
stylo_word_count,stylo_uppercase_word_count,0.01709113874122319
stylo_sentence_length_min,stylo_hedging_marker_count,0.016640790061634384
stylo_word_count,stylo_punctuation_count,0.01635358646067287
stylo_ai_marker_count,stylo_hedging_marker_count,0.01633323053595071
stylo_long_sentence_ratio,stylo_transition_marker_count,0.01631591924520835
stylo_type_token_ratio,stylo_transition_marker_count,0.01616698327019798
stylo_character_count,stylo_sentence_length_max,0.015991823752525856
stylo_yules_k,stylo_ai_marker_count,0.015819334127715776
stylo_simpson_diversity,stylo_ai_marker_count,0.01578554041327872
stylo_sentence_length_std,stylo_yules_k,0.015664791599839537
stylo_ai_marker_ratio,stylo_transition_marker_count,0.015650778879807977
stylo_sentence_length_std,stylo_simpson_diversity,0.015467064024497091
stylo_sentence_length_std,stylo_gunning_fog,0.015159776914666455
stylo_uppercase_word_count,stylo_comma_per_100_words,0.015137194333611907
stylo_dash_count,stylo_comma_per_100_words,0.014882124612336615
stylo_sentence_length_std,stylo_transition_marker_count,0.014852836031401
stylo_sentence_count,stylo_hedging_marker_ratio,0.014690691616926672
stylo_ai_marker_ratio,stylo_hedging_marker_count,0.01465046273442206
stylo_ai_marker_count,stylo_transition_marker_count,0.01462272253902077
stylo_punctuation_count,stylo_function_word_ratio,0.014387983172996775
stylo_type_token_ratio,stylo_hedging_marker_count,0.014213902797711385
stylo_dash_count,stylo_punctuation_per_100_words,0.013701560033326916
